NAME,LATITUDE,LONGITUDE,LOCATION_GUIDE,URL,SPECIES,,NAME;LATITUDE;LONGITUDE;LOCATION_GUIDE;URL;SPECIES
Welland River,43.01055556,-79.23638889,downstream of Old Welland Canal to upstream of Welland Canal,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43017914,-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WHITE_CRAPPIE-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-FRESHWATER_DRUM-,,Welland River;43.01055556;-79.23638889;downstream of Old Welland Canal to upstream of Welland Canal;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43017914;-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WHITE_CRAPPIE-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-FRESHWATER_DRUM-
Miller Creek,42.95472222,-78.97583333,"Bertie Twp., Niagara R.M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43017916,-COMMON_CARP-,,"Miller Creek;42.95472222;-78.97583333;Bertie Twp., Niagara R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43017916;-COMMON_CARP-"
Boston Creek,43.01638889,-80.01666667,"Oneida Twp., Haldimand-Norfolk R.M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43018001,-ROCK_BASS-,,"Boston Creek;43.01638889;-80.01666667;Oneida Twp., Haldimand-Norfolk R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43018001;-ROCK_BASS-"
McKenzie Creek,43.01944444,-80.2075,"Tuscarora Twp., Brant Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43018013,-WHITE_SUCKER-WHITE_CRAPPIE-,,"McKenzie Creek;43.01944444;-80.2075;Tuscarora Twp., Brant Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43018013;-WHITE_SUCKER-WHITE_CRAPPIE-"
Welland River,43.04861111,-79.13333333,downstream of Welland Canal to Niagara River,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43037908,-BROWN_BULLHEAD-CHANNEL_CATFISH-ROCK_BASS-PUMPKINSEED-LARGEMOUTH_BASS-WHITE_CRAPPIE-BLACK_CRAPPIE-YELLOW_PERCH-FRESHWATER_DRUM-NORTHERN_PIKE-COMMON_CARP-,,Welland River;43.04861111;-79.13333333;downstream of Welland Canal to Niagara River;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43037908;-BROWN_BULLHEAD-CHANNEL_CATFISH-ROCK_BASS-PUMPKINSEED-LARGEMOUTH_BASS-WHITE_CRAPPIE-BLACK_CRAPPIE-YELLOW_PERCH-FRESHWATER_DRUM-NORTHERN_PIKE-COMMON_CARP-
Thames River,43.05,-80.86916667,South Branch below Pittock Reservoir (Woodstock) to Dorchester,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43038052,-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-,,Thames River;43.05;-80.86916667;South Branch below Pittock Reservoir (Woodstock) to Dorchester;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43038052;-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-
North Creek,43.07472222,-79.52472222,Niagara R.M.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43047933,-COMMON_CARP-,,North Creek;43.07472222;-79.52472222;Niagara R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43047933;-COMMON_CARP-
Grand River,42.94777778,-79.86111111,Below Caledonia Dam to Dunnville Dam,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43047957,-RAINBOW_TROUT-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-,,Grand River;42.94777778;-79.86111111;Below Caledonia Dam to Dunnville Dam;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43047957;-RAINBOW_TROUT-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-
Fanshawe Reservoir (Thames River),43.06527778,-81.18666667,"London Twp., Middlesex Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43048111,-WHITE_SUCKER-REDHORSE_SUCKER-COMMON_CARP-ROCK_BASS-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WALLEYE-,,"Fanshawe Reservoir (Thames River);43.06527778;-81.18666667;London Twp., Middlesex Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43048111;-WHITE_SUCKER-REDHORSE_SUCKER-COMMON_CARP-ROCK_BASS-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WALLEYE-"
Old Welland Canal,43.00083333,-79.24333333,Broadway Bridge to Port Robinson,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43057912,-NORTHERN_PIKE-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-YELLOW_PERCH-FRESHWATER_DRUM-,,Old Welland Canal;43.00083333;-79.24333333;Broadway Bridge to Port Robinson;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43057912;-NORTHERN_PIKE-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-YELLOW_PERCH-FRESHWATER_DRUM-
Lake Gibson,43.10472222,-79.2325,"Thorold Twp., Niagara R.M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43067914,-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-FRESHWATER_DRUM-NORTHERN_PIKE-WHITE_SUCKER-REDHORSE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-BLUEGILL-,,"Lake Gibson;43.10472222;-79.2325;Thorold Twp., Niagara R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43067914;-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-FRESHWATER_DRUM-NORTHERN_PIKE-WHITE_SUCKER-REDHORSE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-BLUEGILL-"
Lake Ontario 1b - Lower Niagara River,43.10472222,-79.05944444,Canadian waters from below the falls to Lake Ontario,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43077903,#NAME?,,#NAME?
Lake Gibson (Marlatt's Pond),43.10666667,-79.21666667,"Thorold Twp., Niagara R.M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43077913,-COMMON_CARP-ROCK_BASS-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-WHITE_CRAPPIE-,,"Lake Gibson (Marlatt's Pond);43.10666667;-79.21666667;Thorold Twp., Niagara R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43077913;-COMMON_CARP-ROCK_BASS-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-WHITE_CRAPPIE-"
Binbrook Reservoir (Lake Niapenco),43.10416667,-79.85,Hamilton-Wentworth R.M.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43077948,-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-,,Binbrook Reservoir (Lake Niapenco);43.10416667;-79.85;Hamilton-Wentworth R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43077948;-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-
Welland River,43.13333333,-79.92416667,upstream Binbrook Reservoir,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43077955,-COMMON_CARP-,,Welland River;43.13333333;-79.92416667;upstream Binbrook Reservoir;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43077955;-COMMON_CARP-
Whiteman's Creek,43.11638889,-80.39972222,"Brantford Twp., Brant Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43078024,-BROWN_TROUT-,,"Whiteman's Creek;43.11638889;-80.39972222;Brantford Twp., Brant Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43078024;-BROWN_TROUT-"
Lyons Creek,43.03361111,-79.09666667,"downstream of QEW , Niagara R.M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43087903,-BOWFIN-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-WHITE_CRAPPIE-BLACK_CRAPPIE-YELLOW_PERCH-,,"Lyons Creek;43.03361111;-79.09666667;downstream of QEW , Niagara R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43087903;-BOWFIN-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-WHITE_CRAPPIE-BLACK_CRAPPIE-YELLOW_PERCH-"
Mohawk Lake,43.13416667,-80.23083333,Brantford,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43088013,-WHITE_SUCKER-COMMON_CARP-LARGEMOUTH_BASS-,,Mohawk Lake;43.13416667;-80.23083333;Brantford;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43088013;-WHITE_SUCKER-COMMON_CARP-LARGEMOUTH_BASS-
Pittock Reservoir (Thames River),43.15388889,-80.74777778,"Woodstock, Oxford Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43088044,-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-,,"Pittock Reservoir (Thames River);43.15388889;-80.74777778;Woodstock, Oxford Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43088044;-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-"
Twenty Mile Creek,43.15194444,-79.37444444,"spawning run, Jordan, Niagara R.M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43097923,-CHINOOK_SALMON-,,"Twenty Mile Creek;43.15194444;-79.37444444;spawning run, Jordan, Niagara R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43097923;-CHINOOK_SALMON-"
St. Catherines - Water Intake Canal,43.09638889,-79.2275,Niagara R. M.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43107915,-WHITE_CRAPPIE-,,St. Catherines - Water Intake Canal;43.09638889;-79.2275;Niagara R. M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43107915;-WHITE_CRAPPIE-
Parkhill Reservoir,43.17111111,-81.67138889,"West Williams Twp., Middlesex Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43108140,-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-LARGEMOUTH_BASS-WHITE_CRAPPIE-YELLOW_PERCH-,,"Parkhill Reservoir;43.17111111;-81.67138889;West Williams Twp., Middlesex Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43108140;-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-LARGEMOUTH_BASS-WHITE_CRAPPIE-YELLOW_PERCH-"
Martindale Pond,43.1875,-79.27222222,"Grantham Twp., Niagara R.M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43117916,-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-,,"Martindale Pond;43.1875;-79.27222222;Grantham Twp., Niagara R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43117916;-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-"
Lake Ontario 2a - Jordan Harbour,43.18222222,-79.37305556,harbour area,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43117922,-CHINOOK_SALMON-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-WHITE_PERCH-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WHITE_CRAPPIE-YELLOW_PERCH-FRESHWATER_DRUM-,,Lake Ontario 2a - Jordan Harbour;43.18222222;-79.37305556;harbour area;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43117922;-CHINOOK_SALMON-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-WHITE_PERCH-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WHITE_CRAPPIE-YELLOW_PERCH-FRESHWATER_DRUM-
Twenty Mile Creek,43.09166667,-79.53694444,Niagara R.M.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43117923,-COMMON_CARP-,,Twenty Mile Creek;43.09166667;-79.53694444;Niagara R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43117923;-COMMON_CARP-
Lake Huron H5,43.19722222,-82.16138889,from Grand Bend to Point Edward,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43128202,-YELLOW_PERCH-WALLEYE-FRESHWATER_DRUM-PINK_SALMON-CHINOOK_SALMON-RAINBOW_TROUT-LAKE_TROUT-LAKE_WHITEFISH-BLOATER-RAINBOW_SMELT-LONGNOSE_SUCKER-WHITE_SUCKER-COMMON_CARP-CHANNEL_CATFISH-LING_(BURBOT)-WHITE_PERCH-WHITE_BASS-SMALLMOUTH_BASS-,,Lake Huron H5;43.19722222;-82.16138889;from Grand Bend to Point Edward;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43128202;-YELLOW_PERCH-WALLEYE-FRESHWATER_DRUM-PINK_SALMON-CHINOOK_SALMON-RAINBOW_TROUT-LAKE_TROUT-LAKE_WHITEFISH-BLOATER-RAINBOW_SMELT-LONGNOSE_SUCKER-WHITE_SUCKER-COMMON_CARP-CHANNEL_CATFISH-LING_(BURBOT)-WHITE_PERCH-WHITE_BASS-SMALLMOUTH_BASS-
Red Hill Creek,43.22777778,-79.78944444,"spawning run, at Queenston Avenue, City of Hamilton",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43147947,-CHINOOK_SALMON-WHITE_SUCKER-,,"Red Hill Creek;43.22777778;-79.78944444;spawning run, at Queenston Avenue, City of Hamilton;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43147947;-CHINOOK_SALMON-WHITE_SUCKER-"
Wildwood Reservoir,43.25833333,-81.06722222,"Zorra Twp., Oxford Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43148102,-NORTHERN_PIKE-WHITE_SUCKER-LARGEMOUTH_BASS-,,"Wildwood Reservoir;43.25833333;-81.06722222;Zorra Twp., Oxford Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43148102;-NORTHERN_PIKE-WHITE_SUCKER-LARGEMOUTH_BASS-"
Valens Reservoir,43.38638889,-80.1375,"Spencer Creek, Beverly Twp., Hamilton-Wentworth R. M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43158002,-NORTHERN_PIKE-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-BLACK_CRAPPIE-,,"Valens Reservoir;43.38638889;-80.1375;Spencer Creek, Beverly Twp., Hamilton-Wentworth R. M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43158002;-NORTHERN_PIKE-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-BLACK_CRAPPIE-"
Thames River,43.26166667,-81.14694444,"North branch, above St. Marys",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43158108,-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-,,"Thames River;43.26166667;-81.14694444;North branch, above St. Marys;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43158108;-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-"
Lake Jojo,43.27416667,-79.93972222,Town of Dundas,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43167956,-COMMON_CARP-BROWN_BULLHEAD-,,Lake Jojo;43.27416667;-79.93972222;Town of Dundas;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43167956;-COMMON_CARP-BROWN_BULLHEAD-
Pinehurst Lake,43.26944444,-80.38972222,"South Dumfries Twp., Brant Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43168023,-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-,,"Pinehurst Lake;43.26944444;-80.38972222;South Dumfries Twp., Brant Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43168023;-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-"
Lake Ontario 2 - Western Lake Ontario,43.34555556,-79.57916667,open water from Niagara River to Clarkson Harbour,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43177906,-COHO_SALMON-CHINOOK_SALMON-RAINBOW_TROUT-BROWN_TROUT-LAKE_TROUT-RAINBOW_SMELT-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-WHITE_PERCH-WHITE_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-FRESHWATER_DRUM-,,Lake Ontario 2 - Western Lake Ontario;43.34555556;-79.57916667;open water from Niagara River to Clarkson Harbour;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43177906;-COHO_SALMON-CHINOOK_SALMON-RAINBOW_TROUT-BROWN_TROUT-LAKE_TROUT-RAINBOW_SMELT-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-WHITE_PERCH-WHITE_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-FRESHWATER_DRUM-
Lake Ontario 3 - Hamilton Harbour,43.28333333,-79.83333333,harbour area,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43177950,-CHINOOK_SALMON-RAINBOW_TROUT-BROWN_TROUT-RAINBOW_SMELT-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-WHITE_PERCH-WHITE_BASS-ROCK_BASS-BLUEGILL-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-FRESHWATER_DRUM-,,Lake Ontario 3 - Hamilton Harbour;43.28333333;-79.83333333;harbour area;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43177950;-CHINOOK_SALMON-RAINBOW_TROUT-BROWN_TROUT-RAINBOW_SMELT-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-WHITE_PERCH-WHITE_BASS-ROCK_BASS-BLUEGILL-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-FRESHWATER_DRUM-
Christie Reservoir,43.27972222,-80.02388889,"Spencer Creek, Hamilton-Wentworth R.M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43178001,-COMMON_CARP-BROWN_BULLHEAD-LARGEMOUTH_BASS-,,"Christie Reservoir;43.27972222;-80.02388889;Spencer Creek, Hamilton-Wentworth R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43178001;-COMMON_CARP-BROWN_BULLHEAD-LARGEMOUTH_BASS-"
Grindstone Creek,43.30583333,-79.86416667,"East Flamborough Twp., Wentworth Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43187953,-CHINOOK_SALMON-RAINBOW_TROUT-,,"Grindstone Creek;43.30583333;-79.86416667;East Flamborough Twp., Wentworth Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43187953;-CHINOOK_SALMON-RAINBOW_TROUT-"
Ausable River,43.31333333,-81.76666667,"Lambton, Middlesex & Huron Cos.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43198146,-CHINOOK_SALMON-RAINBOW_TROUT-NORTHERN_PIKE-COMMON_CARP-CHANNEL_CATFISH-ROCK_BASS-SMALLMOUTH_BASS-WALLEYE-,,"Ausable River;43.31333333;-81.76666667;Lambton, Middlesex & Huron Cos.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43198146;-CHINOOK_SALMON-RAINBOW_TROUT-NORTHERN_PIKE-COMMON_CARP-CHANNEL_CATFISH-ROCK_BASS-SMALLMOUTH_BASS-WALLEYE-"
Morrison Lake,43.35944444,-81.45111111,"Usborne Twp., Huron Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43218127,-WHITE_SUCKER-LARGEMOUTH_BASS-WHITE_CRAPPIE-YELLOW_PERCH-,,"Morrison Lake;43.35944444;-81.45111111;Usborne Twp., Huron Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43218127;-WHITE_SUCKER-LARGEMOUTH_BASS-WHITE_CRAPPIE-YELLOW_PERCH-"
Shades Mill Reservoir,43.37805556,-80.28916667,Cambridge,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43228017,-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-LARGEMOUTH_BASS-BLACK_CRAPPIE-,,Shades Mill Reservoir;43.37805556;-80.28916667;Cambridge;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43228017;-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-LARGEMOUTH_BASS-BLACK_CRAPPIE-
Speed River - Preston,43.39944444,-80.36583333,"Preston, Waterloo R. M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43228022,-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-,,"Speed River - Preston;43.39944444;-80.36583333;Preston, Waterloo R. M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43228022;-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-"
Shakespeare Pond,43.38111111,-80.83388889,"South Easthope Twp., Perth Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43228049,-NORTHERN_PIKE-BROWN_BULLHEAD-PUMPKINSEED-YELLOW_PERCH-,,"Shakespeare Pond;43.38111111;-80.83388889;South Easthope Twp., Perth Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43228049;-NORTHERN_PIKE-BROWN_BULLHEAD-PUMPKINSEED-YELLOW_PERCH-"
Avon River,43.35472222,-81.08555556,"below Stratford, Perth Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43228057,-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-WHITE_SUCKER-,,"Avon River;43.35472222;-81.08555556;below Stratford, Perth Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43228057;-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-WHITE_SUCKER-"
Avon River (Lake Victoria),43.37444444,-80.97777778,"North Easthope Twp., Perth Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43228059,-WHITE_SUCKER-LARGEMOUTH_BASS-YELLOW_PERCH-,,"Avon River (Lake Victoria);43.37444444;-80.97777778;North Easthope Twp., Perth Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43228059;-WHITE_SUCKER-LARGEMOUTH_BASS-YELLOW_PERCH-"
Grand River,43.13944444,-80.28027778,below Manheim Weir to Caledonia Dam,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43238023,-NORTHERN_PIKE-WHITE_SUCKER-REDHORSE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-ROCK_BASS-SMALLMOUTH_BASS-BLACK_CRAPPIE-WALLEYE-,,Grand River;43.13944444;-80.28027778;below Manheim Weir to Caledonia Dam;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43238023;-NORTHERN_PIKE-WHITE_SUCKER-REDHORSE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-ROCK_BASS-SMALLMOUTH_BASS-BLACK_CRAPPIE-WALLEYE-
Bronte Creek,43.42694444,-79.84527778,"spawning runs, downstream of Lowville, Halton R. M",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43247953,-CHINOOK_SALMON-RAINBOW_TROUT-BROWN_TROUT-,,"Bronte Creek;43.42694444;-79.84527778;spawning runs, downstream of Lowville, Halton R. M;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43247953;-CHINOOK_SALMON-RAINBOW_TROUT-BROWN_TROUT-"
Puslinch Lake,43.41666667,-80.265,"Puslinch Twp., Wellington Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43258016,-NORTHERN_PIKE-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-BLACK_CRAPPIE-WALLEYE-,,"Puslinch Lake;43.41666667;-80.265;Puslinch Twp., Wellington Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43258016;-NORTHERN_PIKE-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-BLACK_CRAPPIE-WALLEYE-"
Mountsberg Reservoir,43.45944444,-80.04361111,"Badenoch Creek, Hamilton-Wentworth R.M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43268002,-LARGEMOUTH_BASS-,,"Mountsberg Reservoir;43.45944444;-80.04361111;Badenoch Creek, Hamilton-Wentworth R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=43268002;-LARGEMOUTH_BASS-"
